"product_snumber","product_name","manufacturing_date","unit_manufactur","product_id","sno","flavour","date_of_manufacturing","unit_price","product_id-2"
2,"takatak","1741683793029",3987,"10000000002",42,"spicy chilli","1756651618000",43,"10000000002"
2,"takatak","1741683793029",3987,"10000000002",43,"tamato tangy","1755922646000",19,"10000000002"
2,"takatak","1741683793029",3987,"10000000002",44,"spicy chilli","1756425370000",36,"10000000002"
2,"takatak","1741683793029",3987,"10000000002",45,"spicy chilli","1759689147000",26,"10000000002"
2,"takatak","1741683793029",3987,"10000000002",46,"sour cream onion","1759021224000",26,"10000000002"
2,"takatak","1741683793029",3987,"10000000002",47,"tamato tangy","1761475174000",27,"10000000002"
2,"takatak","1741683793029",3987,"10000000002",48,"spicy chilli","1759493881000",34,"10000000002"
2,"takatak","1741683793029",3987,"10000000002",49,"spicy chilli","1756770008000",38,"10000000002"
2,"takatak","1741683793029",3987,"10000000002",50,"sour cream onion","1755072119000",11,"10000000002"
2,"takatak","1741683793029",3987,"10000000002",51,"sour cream onion","1762350300000",37,"10000000002"
2,"takatak","1741683793029",3987,"10000000002",52,"tamato tangy","1762709947000",15,"10000000002"
2,"takatak","1741683793029",3987,"10000000002",53,"tamato tangy","1756388962000",46,"10000000002"
2,"takatak","1741683793029",3987,"10000000002",54,"tamato tangy","1756527333000",23,"10000000002"
2,"takatak","1741683793029",3987,"10000000002",55,"spicy chilli","1761616745000",29,"10000000002"
2,"takatak","1741683793029",3987,"10000000002",56,"tamato tangy","1756736153000",17,"10000000002"
2,"takatak","1741683793029",3987,"10000000002",57,"sour cream onion","1756294966000",40,"10000000002"
2,"takatak","1741683793029",3987,"10000000002",58,"sour cream onion","1760882720000",24,"10000000002"
2,"takatak","1741683793029",3987,"10000000002",59,"tamato tangy","1758628391000",25,"10000000002"
2,"takatak","1741683793029",3987,"10000000002",60,"sour cream onion","1758798703000",26,"10000000002"
2,"takatak","1741683793029",3987,"10000000002",61,"spicy chilli","1755645792000",41,"10000000002"
2,"takatak","1741683793029",3987,"10000000002",62,"tamato tangy","1758450291000",46,"10000000002"
2,"takatak","1741683793029",3987,"10000000002",63,"spicy chilli","1762165638000",49,"10000000002"
2,"takatak","1741683793029",3987,"10000000002",64,"spicy chilli","1760672515000",34,"10000000002"
2,"takatak","1741683793029",3987,"10000000002",65,"tamato tangy","1757254203000",29,"10000000002"
2,"takatak","1741683793029",3987,"10000000002",66,"tamato tangy","1757788189000",18,"10000000002"
2,"takatak","1741683793029",3987,"10000000002",67,"sour cream onion","1760016490000",16,"10000000002"
2,"takatak","1741683793029",3987,"10000000002",68,"sour cream onion","1757375500000",35,"10000000002"
2,"takatak","1741683793029",3987,"10000000002",69,"sour cream onion","1756803135000",27,"10000000002"
2,"takatak","1741683793029",3987,"10000000002",70,"tamato tangy","1760327947000",29,"10000000002"
2,"takatak","1741683793029",3987,"10000000002",71,"tamato tangy","1760036645000",36,"10000000002"
2,"takatak","1741683793029",3987,"10000000002",72,"spicy chilli","1759446676000",35,"10000000002"
2,"takatak","1741683793029",3987,"10000000002",73,"tamato tangy","1758395510000",23,"10000000002"
2,"takatak","1741683793029",3987,"10000000002",74,"sour cream onion","1755332542000",49,"10000000002"
2,"takatak","1741683793029",3987,"10000000002",75,"tamato tangy","1761442877000",46,"10000000002"
2,"takatak","1741683793029",3987,"10000000002",76,"tamato tangy","1758021052000",15,"10000000002"
2,"takatak","1741683793029",3987,"10000000002",77,"tamato tangy","1758726877000",35,"10000000002"
2,"takatak","1741683793029",3987,"10000000002",78,"tamato tangy","1760468348000",13,"10000000002"
2,"takatak","1741683793029",3987,"10000000002",79,"tamato tangy","1757382819000",30,"10000000002"
2,"takatak","1741683793029",3987,"10000000002",80,"sour cream onion","1755949853000",26,"10000000002"
2,"takatak","1741683793029",3987,"10000000002",81,"tamato tangy","1757254094000",16,"10000000002"
2,"takatak","1741683793029",3987,"10000000002",82,"tamato tangy","1760290351000",28,"10000000002"
2,"takatak","1741683793029",3987,"10000000002",83,"spicy chilli","1760553942000",18,"10000000002"
2,"takatak","1741683793029",3987,"10000000002",84,"sour cream onion","1757821778000",34,"10000000002"
2,"takatak","1741683793029",3987,"10000000002",85,"sour cream onion","1761877379000",29,"10000000002"
2,"takatak","1741683793029",3987,"10000000002",86,"spicy chilli","1760424530000",44,"10000000002"
2,"takatak","1741683793029",3987,"10000000002",87,"tamato tangy","1759143982000",34,"10000000002"
2,"takatak","1741683793029",3987,"10000000002",88,"sour cream onion","1755097834000",49,"10000000002"
2,"takatak","1741683793029",3987,"10000000002",89,"tamato tangy","1759703582000",45,"10000000002"
2,"takatak","1741683793029",3987,"10000000002",90,"tamato tangy","1760705352000",25,"10000000002"
2,"takatak","1741683793029",3987,"10000000002",91,"tamato tangy","1756538309000",11,"10000000002"
2,"takatak","1741683793029",3987,"10000000002",92,"tamato tangy","1759424786000",28,"10000000002"
2,"takatak","1741683793029",3987,"10000000002",93,"tamato tangy","1759239319000",12,"10000000002"
2,"takatak","1741683793029",3987,"10000000002",94,"spicy chilli","1762719987000",37,"10000000002"
2,"takatak","1741683793029",3987,"10000000002",95,"tamato tangy","1760204169000",44,"10000000002"
2,"takatak","1741683793029",3987,"10000000002",96,"sour cream onion","1758960195000",29,"10000000002"
2,"takatak","1741683793029",3987,"10000000002",97,"tamato tangy","1760665456000",15,"10000000002"
2,"takatak","1741683793029",3987,"10000000002",98,"spicy chilli","1762026975000",23,"10000000002"
2,"takatak","1741683793029",3987,"10000000002",99,"tamato tangy","1761825594000",46,"10000000002"
800,"takatak","1753157057653",3069,"10000000800",100,"tamato tangy","1761038372000",16,"10000000800"
800,"takatak","1753157057653",3069,"10000000800",101,"tamato tangy","1759405884000",17,"10000000800"
800,"takatak","1753157057653",3069,"10000000800",102,"spicy chilli","1758003795000",40,"10000000800"
800,"takatak","1753157057653",3069,"10000000800",103,"sour cream onion","1756164128000",27,"10000000800"
800,"takatak","1753157057653",3069,"10000000800",104,"spicy chilli","1758000334000",47,"10000000800"
800,"takatak","1753157057653",3069,"10000000800",105,"sour cream onion","1756162166000",46,"10000000800"
800,"takatak","1753157057653",3069,"10000000800",106,"sour cream onion","1760153446000",46,"10000000800"
800,"takatak","1753157057653",3069,"10000000800",107,"sour cream onion","1758597379000",39,"10000000800"
800,"takatak","1753157057653",3069,"10000000800",108,"sour cream onion","1762687395000",36,"10000000800"
800,"takatak","1753157057653",3069,"10000000800",109,"spicy chilli","1760911569000",25,"10000000800"
800,"takatak","1753157057653",3069,"10000000800",110,"spicy chilli","1755425501000",43,"10000000800"
800,"takatak","1753157057653",3069,"10000000800",111,"sour cream onion","1756792805000",38,"10000000800"
800,"takatak","1753157057653",3069,"10000000800",112,"sour cream onion","1755586810000",29,"10000000800"
800,"takatak","1753157057653",3069,"10000000800",113,"tamato tangy","1760945507000",35,"10000000800"
800,"takatak","1753157057653",3069,"10000000800",114,"sour cream onion","1757838944000",40,"10000000800"
800,"takatak","1753157057653",3069,"10000000800",115,"sour cream onion","1755151995000",26,"10000000800"
800,"takatak","1753157057653",3069,"10000000800",116,"spicy chilli","1761656259000",47,"10000000800"
800,"takatak","1753157057653",3069,"10000000800",117,"sour cream onion","1758339740000",32,"10000000800"
800,"takatak","1753157057653",3069,"10000000800",118,"spicy chilli","1761713079000",42,"10000000800"
800,"takatak","1753157057653",3069,"10000000800",119,"spicy chilli","1759087325000",42,"10000000800"
800,"takatak","1753157057653",3069,"10000000800",120,"tamato tangy","1760510589000",25,"10000000800"
800,"takatak","1753157057653",3069,"10000000800",121,"tamato tangy","1759706341000",33,"10000000800"
800,"takatak","1753157057653",3069,"10000000800",122,"sour cream onion","1756847999000",33,"10000000800"
800,"takatak","1753157057653",3069,"10000000800",123,"spicy chilli","1756462299000",19,"10000000800"
800,"takatak","1753157057653",3069,"10000000800",124,"tamato tangy","1756891690000",26,"10000000800"
800,"takatak","1753157057653",3069,"10000000800",125,"tamato tangy","1760855574000",29,"10000000800"
800,"takatak","1753157057653",3069,"10000000800",126,"sour cream onion","1759807461000",23,"10000000800"
800,"takatak","1753157057653",3069,"10000000800",127,"sour cream onion","1756233105000",34,"10000000800"
800,"takatak","1753157057653",3069,"10000000800",128,"tamato tangy","1762113148000",48,"10000000800"
800,"takatak","1753157057653",3069,"10000000800",129,"tamato tangy","1755614810000",19,"10000000800"
800,"takatak","1753157057653",3069,"10000000800",130,"sour cream onion","1762612804000",19,"10000000800"
800,"takatak","1753157057653",3069,"10000000800",131,"tamato tangy","1761208725000",15,"10000000800"
800,"takatak","1753157057653",3069,"10000000800",132,"sour cream onion","1762401758000",32,"10000000800"
800,"takatak","1753157057653",3069,"10000000800",133,"spicy chilli","1760785468000",14,"10000000800"
800,"takatak","1753157057653",3069,"10000000800",134,"spicy chilli","1761938165000",40,"10000000800"
800,"takatak","1753157057653",3069,"10000000800",135,"tamato tangy","1756762932000",50,"10000000800"
800,"takatak","1753157057653",3069,"10000000800",136,"tamato tangy","1755425074000",43,"10000000800"
800,"takatak","1753157057653",3069,"10000000800",137,"sour cream onion","1758672886000",31,"10000000800"
800,"takatak","1753157057653",3069,"10000000800",138,"tamato tangy","1761143036000",48,"10000000800"
800,"takatak","1753157057653",3069,"10000000800",139,"spicy chilli","1756345764000",42,"10000000800"
800,"takatak","1753157057653",3069,"10000000800",140,"tamato tangy","1760135377000",33,"10000000800"
800,"takatak","1753157057653",3069,"10000000800",141,"sour cream onion","1758947773000",15,"10000000800"
800,"takatak","1753157057653",3069,"10000000800",142,"tamato tangy","1762717017000",45,"10000000800"
800,"takatak","1753157057653",3069,"10000000800",143,"spicy chilli","1759901515000",25,"10000000800"
800,"takatak","1753157057653",3069,"10000000800",144,"sour cream onion","1760644558000",31,"10000000800"
800,"takatak","1753157057653",3069,"10000000800",145,"tamato tangy","1758168361000",41,"10000000800"
800,"takatak","1753157057653",3069,"10000000800",146,"spicy chilli","1757087078000",41,"10000000800"
800,"takatak","1753157057653",3069,"10000000800",147,"sour cream onion","1757152454000",42,"10000000800"
800,"takatak","1753157057653",3069,"10000000800",148,"spicy chilli","1761073664000",47,"10000000800"
800,"takatak","1753157057653",3069,"10000000800",149,"tamato tangy","1755279247000",19,"10000000800"
800,"takatak","1753157057653",3069,"10000000800",150,"spicy chilli","1760349067000",23,"10000000800"
800,"takatak","1753157057653",3069,"10000000800",151,"sour cream onion","1760054902000",17,"10000000800"
800,"takatak","1753157057653",3069,"10000000800",152,"spicy chilli","1760511855000",40,"10000000800"
800,"takatak","1753157057653",3069,"10000000800",153,"tamato tangy","1761808131000",46,"10000000800"
800,"takatak","1753157057653",3069,"10000000800",154,"spicy chilli","1755837667000",32,"10000000800"
800,"takatak","1753157057653",3069,"10000000800",155,"spicy chilli","1758396900000",25,"10000000800"
800,"takatak","1753157057653",3069,"10000000800",156,"spicy chilli","1760954660000",20,"10000000800"
800,"takatak","1753157057653",3069,"10000000800",157,"spicy chilli","1759788513000",17,"10000000800"
800,"takatak","1753157057653",3069,"10000000800",158,"tamato tangy","1755483372000",50,"10000000800"
800,"takatak","1753157057653",3069,"10000000800",159,"sour cream onion","1756701440000",34,"10000000800"
800,"takatak","1753157057653",3069,"10000000800",160,"tamato tangy","1759131060000",46,"10000000800"
800,"takatak","1753157057653",3069,"10000000800",161,"tamato tangy","1760922261000",46,"10000000800"
800,"takatak","1753157057653",3069,"10000000800",162,"sour cream onion","1757060467000",27,"10000000800"
800,"takatak","1753157057653",3069,"10000000800",163,"tamato tangy","1761977071000",39,"10000000800"
800,"takatak","1753157057653",3069,"10000000800",164,"spicy chilli","1762320730000",42,"10000000800"
800,"takatak","1753157057653",3069,"10000000800",165,"spicy chilli","1761604550000",45,"10000000800"
800,"takatak","1753157057653",3069,"10000000800",166,"spicy chilli","1760832650000",34,"10000000800"
800,"takatak","1753157057653",3069,"10000000800",167,"spicy chilli","1758119834000",39,"10000000800"
800,"takatak","1753157057653",3069,"10000000800",168,"spicy chilli","1755797645000",32,"10000000800"
800,"takatak","1753157057653",3069,"10000000800",169,"tamato tangy","1760729409000",16,"10000000800"
800,"takatak","1753157057653",3069,"10000000800",170,"tamato tangy","1760980923000",11,"10000000800"
800,"takatak","1753157057653",3069,"10000000800",171,"sour cream onion","1761349504000",20,"10000000800"
800,"takatak","1753157057653",3069,"10000000800",172,"tamato tangy","1757348516000",34,"10000000800"
800,"takatak","1753157057653",3069,"10000000800",173,"spicy chilli","1757661721000",20,"10000000800"
800,"takatak","1753157057653",3069,"10000000800",174,"tamato tangy","1755910815000",36,"10000000800"
800,"takatak","1753157057653",3069,"10000000800",175,"spicy chilli","1759455278000",18,"10000000800"
800,"takatak","1753157057653",3069,"10000000800",176,"sour cream onion","1761764422000",38,"10000000800"
800,"takatak","1753157057653",3069,"10000000800",177,"sour cream onion","1759387182000",42,"10000000800"
800,"takatak","1753157057653",3069,"10000000800",178,"sour cream onion","1758284137000",37,"10000000800"
800,"takatak","1753157057653",3069,"10000000800",179,"spicy chilli","1756005488000",27,"10000000800"
800,"takatak","1753157057653",3069,"10000000800",180,"spicy chilli","1755438025000",44,"10000000800"
800,"takatak","1753157057653",3069,"10000000800",181,"tamato tangy","1755069486000",24,"10000000800"
800,"takatak","1753157057653",3069,"10000000800",182,"spicy chilli","1762538706000",15,"10000000800"
800,"takatak","1753157057653",3069,"10000000800",183,"spicy chilli","1758047713000",13,"10000000800"
800,"takatak","1753157057653",3069,"10000000800",184,"tamato tangy","1755729487000",48,"10000000800"
800,"takatak","1753157057653",3069,"10000000800",185,"sour cream onion","1762782688000",48,"10000000800"
800,"takatak","1753157057653",3069,"10000000800",186,"spicy chilli","1759153347000",22,"10000000800"
800,"takatak","1753157057653",3069,"10000000800",187,"tamato tangy","1757337088000",13,"10000000800"
800,"takatak","1753157057653",3069,"10000000800",188,"sour cream onion","1756765175000",44,"10000000800"
800,"takatak","1753157057653",3069,"10000000800",189,"sour cream onion","1758001905000",47,"10000000800"
800,"takatak","1753157057653",3069,"10000000800",190,"tamato tangy","1759198455000",21,"10000000800"
800,"takatak","1753157057653",3069,"10000000800",191,"tamato tangy","1758427274000",36,"10000000800"
800,"takatak","1753157057653",3069,"10000000800",192,"spicy chilli","1758493248000",36,"10000000800"
800,"takatak","1753157057653",3069,"10000000800",193,"sour cream onion","1760881157000",39,"10000000800"
800,"takatak","1753157057653",3069,"10000000800",194,"tamato tangy","1762124575000",24,"10000000800"
800,"takatak","1753157057653",3069,"10000000800",195,"spicy chilli","1757407582000",26,"10000000800"
800,"takatak","1753157057653",3069,"10000000800",196,"spicy chilli","1759794167000",28,"10000000800"
800,"takatak","1753157057653",3069,"10000000800",197,"sour cream onion","1755791446000",36,"10000000800"
800,"takatak","1753157057653",3069,"10000000800",198,"tamato tangy","1758436050000",16,"10000000800"
800,"takatak","1753157057653",3069,"10000000800",199,"tamato tangy","1756600920000",18,"10000000800"
950,"takatak","1742846917341",1103,"10000000950",200,"spicy chilli","1757819031000",22,"10000000950"
950,"takatak","1742846917341",1103,"10000000950",201,"tamato tangy","1755146612000",25,"10000000950"
950,"takatak","1742846917341",1103,"10000000950",202,"sour cream onion","1757721349000",16,"10000000950"
950,"takatak","1742846917341",1103,"10000000950",203,"sour cream onion","1760846704000",27,"10000000950"
950,"takatak","1742846917341",1103,"10000000950",204,"spicy chilli","1756672670000",12,"10000000950"
950,"takatak","1742846917341",1103,"10000000950",205,"tamato tangy","1761938311000",39,"10000000950"
950,"takatak","1742846917341",1103,"10000000950",206,"tamato tangy","1755110961000",11,"10000000950"
950,"takatak","1742846917341",1103,"10000000950",207,"sour cream onion","1757099545000",27,"10000000950"
950,"takatak","1742846917341",1103,"10000000950",208,"spicy chilli","1760733861000",11,"10000000950"
950,"takatak","1742846917341",1103,"10000000950",209,"spicy chilli","1761889918000",28,"10000000950"
950,"takatak","1742846917341",1103,"10000000950",210,"tamato tangy","1756426149000",20,"10000000950"
950,"takatak","1742846917341",1103,"10000000950",211,"sour cream onion","1757525401000",35,"10000000950"
950,"takatak","1742846917341",1103,"10000000950",212,"tamato tangy","1761376853000",30,"10000000950"
950,"takatak","1742846917341",1103,"10000000950",213,"tamato tangy","1758397116000",24,"10000000950"
950,"takatak","1742846917341",1103,"10000000950",214,"sour cream onion","1761761709000",33,"10000000950"
950,"takatak","1742846917341",1103,"10000000950",215,"tamato tangy","1757135592000",34,"10000000950"
950,"takatak","1742846917341",1103,"10000000950",216,"spicy chilli","1761134914000",32,"10000000950"
950,"takatak","1742846917341",1103,"10000000950",217,"spicy chilli","1755216190000",42,"10000000950"
950,"takatak","1742846917341",1103,"10000000950",218,"sour cream onion","1761400790000",45,"10000000950"
950,"takatak","1742846917341",1103,"10000000950",219,"tamato tangy","1762110218000",23,"10000000950"
950,"takatak","1742846917341",1103,"10000000950",220,"spicy chilli","1755553271000",39,"10000000950"
950,"takatak","1742846917341",1103,"10000000950",221,"tamato tangy","1756586422000",30,"10000000950"
950,"takatak","1742846917341",1103,"10000000950",222,"spicy chilli","1760364764000",20,"10000000950"
950,"takatak","1742846917341",1103,"10000000950",223,"spicy chilli","1756369082000",50,"10000000950"
950,"takatak","1742846917341",1103,"10000000950",224,"tamato tangy","1755549139000",44,"10000000950"
950,"takatak","1742846917341",1103,"10000000950",225,"tamato tangy","1759688103000",46,"10000000950"
950,"takatak","1742846917341",1103,"10000000950",226,"sour cream onion","1757811866000",22,"10000000950"
950,"takatak","1742846917341",1103,"10000000950",227,"sour cream onion","1758800299000",28,"10000000950"
950,"takatak","1742846917341",1103,"10000000950",228,"tamato tangy","1755207292000",25,"10000000950"
950,"takatak","1742846917341",1103,"10000000950",229,"sour cream onion","1757459498000",37,"10000000950"
950,"takatak","1742846917341",1103,"10000000950",230,"sour cream onion","1755629949000",17,"10000000950"
950,"takatak","1742846917341",1103,"10000000950",231,"tamato tangy","1762311460000",40,"10000000950"
950,"takatak","1742846917341",1103,"10000000950",232,"sour cream onion","1758948186000",27,"10000000950"
950,"takatak","1742846917341",1103,"10000000950",233,"sour cream onion","1755156394000",27,"10000000950"
950,"takatak","1742846917341",1103,"10000000950",234,"spicy chilli","1762675713000",31,"10000000950"
950,"takatak","1742846917341",1103,"10000000950",235,"tamato tangy","1755474782000",29,"10000000950"
950,"takatak","1742846917341",1103,"10000000950",236,"spicy chilli","1761482049000",41,"10000000950"
950,"takatak","1742846917341",1103,"10000000950",237,"spicy chilli","1758719829000",28,"10000000950"
950,"takatak","1742846917341",1103,"10000000950",238,"tamato tangy","1756525013000",50,"10000000950"
950,"takatak","1742846917341",1103,"10000000950",239,"tamato tangy","1762419168000",13,"10000000950"
950,"takatak","1742846917341",1103,"10000000950",240,"sour cream onion","1758217214000",40,"10000000950"
950,"takatak","1742846917341",1103,"10000000950",241,"sour cream onion","1761007566000",47,"10000000950"
950,"takatak","1742846917341",1103,"10000000950",242,"sour cream onion","1756790486000",48,"10000000950"
950,"takatak","1742846917341",1103,"10000000950",243,"tamato tangy","1761075621000",11,"10000000950"
950,"takatak","1742846917341",1103,"10000000950",244,"tamato tangy","1755360185000",29,"10000000950"
950,"takatak","1742846917341",1103,"10000000950",245,"tamato tangy","1758777226000",17,"10000000950"
950,"takatak","1742846917341",1103,"10000000950",246,"tamato tangy","1757830212000",37,"10000000950"
950,"takatak","1742846917341",1103,"10000000950",247,"spicy chilli","1758338944000",35,"10000000950"
950,"takatak","1742846917341",1103,"10000000950",248,"tamato tangy","1755452856000",47,"10000000950"
950,"takatak","1742846917341",1103,"10000000950",249,"spicy chilli","1755198227000",36,"10000000950"
950,"takatak","1742846917341",1103,"10000000950",250,"spicy chilli","1760632880000",45,"10000000950"
950,"takatak","1742846917341",1103,"10000000950",251,"sour cream onion","1759663861000",21,"10000000950"
950,"takatak","1742846917341",1103,"10000000950",252,"tamato tangy","1757961222000",47,"10000000950"
950,"takatak","1742846917341",1103,"10000000950",253,"tamato tangy","1755293346000",20,"10000000950"
950,"takatak","1742846917341",1103,"10000000950",254,"tamato tangy","1755858285000",28,"10000000950"
950,"takatak","1742846917341",1103,"10000000950",255,"spicy chilli","1759029117000",16,"10000000950"
950,"takatak","1742846917341",1103,"10000000950",256,"sour cream onion","1761321362000",37,"10000000950"
950,"takatak","1742846917341",1103,"10000000950",257,"sour cream onion","1755830565000",29,"10000000950"
950,"takatak","1742846917341",1103,"10000000950",258,"tamato tangy","1758979735000",16,"10000000950"
950,"takatak","1742846917341",1103,"10000000950",259,"sour cream onion","1757545011000",31,"10000000950"
950,"takatak","1742846917341",1103,"10000000950",260,"spicy chilli","1760457374000",37,"10000000950"
950,"takatak","1742846917341",1103,"10000000950",261,"spicy chilli","1756691238000",13,"10000000950"
950,"takatak","1742846917341",1103,"10000000950",262,"spicy chilli","1755772986000",30,"10000000950"
950,"takatak","1742846917341",1103,"10000000950",263,"spicy chilli","1756753233000",11,"10000000950"
950,"takatak","1742846917341",1103,"10000000950",264,"spicy chilli","1761377945000",37,"10000000950"
950,"takatak","1742846917341",1103,"10000000950",265,"spicy chilli","1758916271000",49,"10000000950"
950,"takatak","1742846917341",1103,"10000000950",266,"sour cream onion","1757387681000",39,"10000000950"
950,"takatak","1742846917341",1103,"10000000950",267,"sour cream onion","1755295541000",44,"10000000950"
950,"takatak","1742846917341",1103,"10000000950",268,"tamato tangy","1755791871000",37,"10000000950"
950,"takatak","1742846917341",1103,"10000000950",269,"tamato tangy","1755513499000",35,"10000000950"
950,"takatak","1742846917341",1103,"10000000950",270,"tamato tangy","1759847511000",38,"10000000950"
950,"takatak","1742846917341",1103,"10000000950",271,"sour cream onion","1755916090000",25,"10000000950"
950,"takatak","1742846917341",1103,"10000000950",272,"spicy chilli","1762392595000",27,"10000000950"
950,"takatak","1742846917341",1103,"10000000950",273,"tamato tangy","1762397637000",14,"10000000950"
950,"takatak","1742846917341",1103,"10000000950",274,"sour cream onion","1758307323000",11,"10000000950"
950,"takatak","1742846917341",1103,"10000000950",275,"sour cream onion","1757969547000",33,"10000000950"
950,"takatak","1742846917341",1103,"10000000950",276,"spicy chilli","1761827911000",11,"10000000950"
950,"takatak","1742846917341",1103,"10000000950",277,"sour cream onion","1756187985000",45,"10000000950"
950,"takatak","1742846917341",1103,"10000000950",278,"spicy chilli","1761757614000",11,"10000000950"
950,"takatak","1742846917341",1103,"10000000950",279,"tamato tangy","1755564770000",30,"10000000950"
950,"takatak","1742846917341",1103,"10000000950",280,"sour cream onion","1762221762000",15,"10000000950"
950,"takatak","1742846917341",1103,"10000000950",281,"spicy chilli","1760536423000",25,"10000000950"
950,"takatak","1742846917341",1103,"10000000950",282,"sour cream onion","1761927272000",20,"10000000950"
950,"takatak","1742846917341",1103,"10000000950",283,"spicy chilli","1755616338000",39,"10000000950"
950,"takatak","1742846917341",1103,"10000000950",284,"spicy chilli","1755911445000",26,"10000000950"
950,"takatak","1742846917341",1103,"10000000950",285,"tamato tangy","1759105357000",15,"10000000950"
950,"takatak","1742846917341",1103,"10000000950",286,"sour cream onion","1755880041000",41,"10000000950"
950,"takatak","1742846917341",1103,"10000000950",287,"sour cream onion","1759058124000",24,"10000000950"
950,"takatak","1742846917341",1103,"10000000950",288,"spicy chilli","1756072298000",29,"10000000950"
950,"takatak","1742846917341",1103,"10000000950",289,"sour cream onion","1759321056000",19,"10000000950"
950,"takatak","1742846917341",1103,"10000000950",290,"sour cream onion","1759959896000",15,"10000000950"
950,"takatak","1742846917341",1103,"10000000950",291,"spicy chilli","1756274579000",33,"10000000950"
950,"takatak","1742846917341",1103,"10000000950",292,"sour cream onion","1761247339000",16,"10000000950"
950,"takatak","1742846917341",1103,"10000000950",293,"tamato tangy","1759281421000",16,"10000000950"
950,"takatak","1742846917341",1103,"10000000950",294,"sour cream onion","1755111678000",34,"10000000950"
950,"takatak","1742846917341",1103,"10000000950",295,"spicy chilli","1759926729000",11,"10000000950"
